day,0P00000CFB.F,0P0001T861.F,0P0001T860,0P0001S9RE.F,0P0000ZECB,0P0001TA88.F,0P0000J38X,0P0001SXCD.F,0P0000Z0F5,0P0001SELQ.F,0P0001ITDV,0P000025G2,0P0001DIYP.F,0P00008MQZ,0P0001HDTT,0P0001SWVV.F,0P0000G7Q6
2025-06-04,1.0103370527850983,1.013823602972285,1.0164083441751033,1.008910262229341,1.0181196054865083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0102653262023589,1.0157369695105212,1.0190588277983341,1.0099605981674686,1.017223469519583
2025-06-05,1.0103959340908846,1.0139020239867795,1.01652496510058,1.0089586819429508,1.0182377082679799,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0104203079798828,1.015819379793162,1.0191798493189292,1.0100164330461407,1.0173738601611448
2025-06-06,1.010454056453954,,1.016651198277114,1.009103054005057,1.0185928533078497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0104590829783786,1.016148958063098,1.0195516760862093,1.0101838420744875,1.017462959757659
2025-06-09,,1.0140980180870882,,1.009150512716717,1.018711792784776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0162313054851115,1.0196728006915752,1.010238625268801,
2025-06-10,1.0107482100019796,1.0141471042660564,1.017078653923524,1.009198045351604,1.0188298955662478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0105365147589112,1.0163137157677524,1.0198024813328943,1.0102944601474728,1.017941877882799
2025-06-11,1.0108068383268602,1.0141960735731699,1.017175818726379,1.0092425471341886,1.0189479983477197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0105946772566547,1.0164785363330342,1.0199236059382601,1.0103463751117177,1.0180816065012652
2025-06-12,1.0108576874888926,1.014225525280551,1.017282711590545,1.0092852008361013,1.019066937824646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0107495408177198,1.0165608837550475,1.0200446274588553,1.0103972383916036,1.0181821163330222
2025-06-13,1.010908536650925,,1.0174090605773327,1.0094160449476874,1.0194220828645157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0108077033154634,1.0168904620249835,1.0204164542261354,1.0105509755232895,1.0183063195494366
2025-06-16,1.011064309643569,1.0144313366166533,1.0177393514208877,1.0094595857283226,1.019541022341442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0109045225952438,1.0169728723076243,1.0205461348674547,1.0106028904875342,1.0186274896135683
2025-06-17,1.0111162972196766,1.0144804227956215,1.0178461284747997,1.0095032004321847,1.0196599618183684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0109432975937394,1.0170552825902652,1.0206672594728203,1.0106537537674203,1.0187525657441543
2025-06-18,1.0111672728721617,1.0145195748669413,1.0179724774615875,1.0095458541340974,1.0198970684379551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0109819543757763,1.0173024505775603,1.0209179616347348,1.0107047126549753,1.0188351184843816
2025-06-19,1.0112191339578167,1.0145686610459097,,1.0095894688379594,,1.0,,1.0,,1.0,,1.0,1.0111175486540525,,,1.010756532011551,
2025-06-20,1.0112698566293963,,1.0181765351286085,1.0097202390263187,1.0202530501732796,1.0,1.0,1.0,1.0,1.0,,1.0,1.011156323652548,1.0175496185648554,1.0212898914867854,1.0109102691432368,1.0191652670942781
2025-06-23,1.0114253133959081,1.014764772018073,1.0185068259721635,1.0097638537301807,1.020371989650206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0177143762695096,1.0214109130073807,1.0109612280307918,
2025-06-24,1.0114771744815632,1.0148137413251865,1.018652515271319,1.0098074684340428,1.0204900924316778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0112337554330806,1.0177967865521504,1.0215319345279759,1.011012091310678,1.0196744254603625
2025-06-25,1.0115292253028971,1.0148627106323,1.0187691361967959,1.0098501221359555,1.0206098686040586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0112725304315764,1.0178791968347913,1.0216617182540657,1.011062954590564,1.0197765564184382
2025-06-26,1.011580896652873,1.014921614047062,1.018885641312019,1.0098937368398175,1.0207305458330829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0114081247098525,1.0179616071174322,1.0217827397746608,1.0111148695548087,1.0198828025433226
2025-06-27,1.0116325047576222,,1.018992534176185,1.0100235460262275,1.0210907110456802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0114661689911373,1.0182911225267408,1.022163225662665,1.0112676506098048,1.0200013318176218
2025-06-30,1.0117864436387003,1.0151079077834317,1.019313096958429,1.0100671607300895,1.0212113882747043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.011485556490385,1.0184559430920226,1.0222842471832603,1.011318513889691,1.0203200078412633
2025-07-01,1.0118365971032421,1.0151666943263389,1.0194685143188955,1.0101107754339516,1.0213311644470853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0115631064873765,1.0185383533746633,1.02241403090935,1.011369472777246,1.020431179696116
2025-07-02,1.0118877624914067,1.0152156636334524,1.0195754071830616,1.0101543162145867,1.021450940619466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0120085461042416,1.0186207007966768,1.0225350524299452,1.011420336057132,1.020551330096734
2025-07-03,1.0119379159559485,1.0152745670482144,1.0196920281085382,1.0101979309184488,1.0219267628883602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0121441403825178,1.0190326893492536,1.023036662923315,1.0114712949446871,1.02067060758318
2025-07-04,1.011988512137075,,,1.0103278140280856,,1.0,,1.0,,1.0,,,1.0122021846638025,,,1.0116230243153248,
2025-07-07,1.012141945056342,1.015470561148523,1.0201292118162593,1.0103703938067712,1.0220457023652865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0122215721630503,1.0191150996318945,1.0231576844439103,1.0116729315185213,1.0210955920827183
2025-07-08,1.012193173689733,1.0155196473274912,1.0202457169314822,1.0104140085106332,1.0221646418422128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.012260347161546,1.0192798573365487,1.0232873650852294,1.0117237947984075,1.0212181741728141
2025-07-09,1.012243516889954,1.015558799398811,1.020362337856959,1.010456662212546,1.0222844180145938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0123183914428306,1.0193622676191896,1.0234084896905953,1.0117737976092729,1.0213440608665594
2025-07-10,1.0122936071092694,1.0156078855777795,1.0204789587824359,1.010500276916408,1.0224025207960654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0124539857211068,1.0194446779018305,1.0235381703319144,1.011824660889159,1.0214633383530054
2025-07-11,1.0123448357426603,,1.0205857358363482,1.0106291251008683,1.0227593392268446,1.0,1.0,1.0,1.0,1.0,1.0,,1.0124927607196026,1.0197741933111388,1.0239099970991945,1.011975434183107,1.0215728890815396
2025-07-14,,1.0098039124022076,,1.0106727398047304,1.022878278703771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0125315357180982,1.0198566035937797,1.0240310186197898,1.0120263930706621,1.0219422564781455
2025-07-15,1.0125488648430538,1.0158431486212627,1.0210423756666906,1.010715319583416,1.0229981192373405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.012589579999383,1.0199390138764206,1.0241608023458795,1.0120772563505482,1.02206895373505
2025-07-16,1.0126000934764445,1.0158921179283762,1.0211492685308565,1.010758934287278,1.0231170587142668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0126477424971265,1.0201037715810748,1.0242818238664748,1.0121271635537448,1.022178442112572
2025-07-17,1.0126513853550618,1.0159412041073446,1.0212755017073907,1.0108015879891907,1.0232368348866476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0127833367754027,1.0201861818637157,1.0244029484718404,1.0121771663646102,1.0223043288063174
2025-07-18,1.012701728555283,,1.0213921226328673,1.010930436173651,1.023592816621972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0128219935574394,1.0205157601336519,1.0247834343598445,1.0123268879741998,1.0224734871025685
2025-07-21,1.0128557306815875,1.0161471323153015,1.0217224134764222,1.0109740508775131,1.0237117560988984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0128607685559352,1.0205981704162925,1.0249044558804399,1.0123778468617548,1.0228085614424334
2025-07-22,1.0129060738818085,1.016196101622415,1.0218486466529564,1.0110167045794256,1.0238298588803703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0129188128372197,1.020680517838306,1.025034136521759,1.0124277540649513,1.0229131864409993
2025-07-23,1.0129564803272562,1.0162353705655895,1.021965267578433,1.0110603192832877,1.0239488627184854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0129575878357155,1.020762928120947,1.0251552611271249,1.0124776612681479,1.0230365790942544
2025-07-24,1.0130078986963262,1.0162843398727033,1.0220624323812881,1.0111028990619735,1.0240678021954117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.013073794614744,1.0209277486862287,1.02527628264772,1.0125276640790133,1.0231305420697243
2025-07-25,1.0130583051417736,,1.022159597184143,1.0112318211696607,1.0244262940170998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0131125696132395,1.0211749166735238,1.025656768535724,1.012676429611913,1.0232433350508958
2025-07-28,1.0132369729063775,1.0164608163732793,1.022499616089009,1.0112744009483463,1.0245460701894806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0131513446117353,1.021339674378178,1.0257777900563194,1.0127263368151096,1.023626606723235
2025-07-29,1.0132886442563531,1.0165097856803929,1.0226065089531748,1.0113180156522084,1.0246659107230502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0132093888930198,1.0214220846608189,1.025907573782409,1.0127752879416165,1.0237835442210836
2025-07-30,1.0133408848133665,1.0165490546235674,1.022723014068398,1.0113606693541208,1.0247848501999766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0132481638915156,1.0215044949434597,1.0260285953030044,1.012825195144813,1.0239682279193867
2025-07-31,1.0133922399372102,1.0165980239306809,1.0228396349938749,1.0114033230560335,1.0249046263723576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0133837581697918,1.021669252648114,1.0261582759443235,1.0128751979556785,1.0240621908948568
2025-08-01,1.0134435318158275,,1.0229465278580407,1.0115321712404939,1.025262281498591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0134611899503243,1.021916420635409,1.026530205796374,1.0130239634885785,1.024162763077626
2025-08-04,1.0136005697129995,1.016803952138638,1.0232768187015957,1.0115748249424064,1.0253812853367061,,1.0,1.0,1.0,1.0,1.0,1.0,1.0134999649488199,1.0220812412006908,1.0266512273169695,1.0130729146150854,1.0245672964451444
2025-08-05,1.0136528102700129,1.0168627386815452,1.0234030518781296,1.0116174047210922,1.0255002248136325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0135580092301046,1.022163588622704,1.0267809079582886,1.013122821818282,1.0246881950579092
2025-08-06,1.0137030902250075,1.0169020076247197,1.0235099447422955,1.0116610194249542,1.0256191642905588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0135967842286004,1.022245998905345,1.0269020325636544,1.0131728246291474,1.0248296071537062
2025-08-07,1.0137550778011153,1.0169706114034207,1.0236265656677723,1.0117036731268667,1.025738103767485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0137517660061244,1.0223284091879858,1.0270230540842495,1.013222731832344,1.024949757554324
2025-08-08,1.01380693888677,,1.0237430707829955,1.0118315603093775,,1.0,,1.0,,1.0,,,,,,1.013371497365244,1.0250526990755588
